FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Filip,Krovinovic,MID,WBA,4900000,0,17,1.5,3.06122448979592E-07,3.46938775510204E-06,0,1731,0,11,0,0,0,0,0,3.5,2,-1,0,17,1,0,0,0,0,0,1,0,0,0,1547,0,-1,0,0,541,0,0,0,97,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8
Alexandre,Lacazette,FWD,ARS,8100000,1,81,3.9,4.81481481481482E-07,1E-05,0,1191985,2,11,0,0,0,8,0,10,29455,-4,1,81,4,0.4,0,3.2,11,0,6,0,2,4.6,1192243,0,-1,0,2,1331,1996,-1,0,280,Man City,Leicester,Burnley,Tottenham,West Ham,3.4,4.4,4,3.9,3.6,4.4,4.7,3.9,3.6,4.9,4.5,3.5,4.7,3.9,120.2
Adam,Lallana,MID,BHA,6200000,1,32,1.33333333333333,2.1505376344086E-07,5.16129032258064E-06,0,84496,0,9,0,0,0,0,0,5.2,107,-3,0,32,3,0.1,0,0.8,0,0,3,0,1,0.3,15327,0,-1,0,0,863,121,0,0,138,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.7,0.7,0.7,50.9
Erik,Lamela,MID,TOT,5700000,0,16,0.695652173913043,1.22044241037376E-07,2.80701754385965E-06,0,21559,4,11,0,0,0,0,0,2.8,96,-3,0,16,3,0.2,0,1,0,0,1,0,1,0.1,11382,0,-1,0,0,479,173,0,0,51,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0,0.4,0.3,0.3,0.3,0.3,28
Tariq,Lamptey,DEF,BHA,4600000,0,35,1.45833333333333,3.17028985507246E-07,7.60869565217391E-06,0,1280876,2,15,0,0,0,1,0,7.6,2449,1,0,35,-1,0,0,0,2,0,2,0,3,2.6,1221222,0,-1,0,0,887,220,0,1,156,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0.7,0.7,1.1,0.7,0.7,0.8,0.7,1.2,1.1,1.5,1.2,46.7
Daniel,Langley,GLK,NEW,4000000,0,0,0,0,0,0,5743,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0.1,9882,0,-1,0,0,0,108,0,0,0,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henri,Lansbury,MID,AVL,4300000,0,0,0,0,0,0,19701,0,0,0,0,0,0,0,0,33,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,6231,0,-1,0,0,0,0,0,0,0,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel,Lanzini,MID,WHU,6400000,0,22,0.916666666666667,1.43229166666667E-07,3.4375E-06,0,15305,1,3,0,0,0,1,0,3.4,158,-1,0,22,1,0.1,0,0.5,0,0,1,0,1,0.1,13663,0,-1,0,0,372,141,0,0,75,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.1
Aymeric,Laporte,DEF,MCI,6000000,0,34,1.41666666666667,2.36111111111111E-07,5.66666666666667E-06,0,367956,1,5,0,0,0,0,0,5.7,2436,0,0,34,0,0.5,0,3.1,3,0,4,0,0,2.2,161571,0,-1,0,0,758,1250,0,0,159,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,1,2.6,1.9,0.9,0,0.9,0.7,1,0,0.7,0.8,0.7,0.8,0.7,21.2
Jamaal,Lascelles,DEF,NEW,4200000,1,18,0.75,1.78571428571429E-07,4.28571428571429E-06,0,289625,3,25,0,0,0,0,0,4.3,268,-3,0,18,3,0.1,0,0.5,0,0,1,0,0,0.7,89743,0,-1,0,0,1175,509,0,0,138,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,33.2
Maxime,Le Marchand,DEF,FUL,4100000,0,1,0.5,1.21951219512195E-07,2.4390243902439E-07,0,13328,2,1,0,0,0,0,0,0.2,38,-4,0,1,4,0,0,0,0,0,0,0,0,0.1,3430,0,-1,0,0,122,0,0,0,12,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
Florian,Lejeune,DEF,NEW,4300000,0,0,0,0,0,0,2716,0,0,0,0,0,0,0,0,4,-2,0,0,2,0,0,0,0,0,0,0,0,0,382,0,-1,0,0,0,0,0,0,0,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan,Leko,MID,WBA,4500000,0,0,0,0,0,0,4103,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,0,-1,0,0,0,0,0,0,0,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,MID,FUL,4500000,1,27,1.125,2.5E-07,6E-06,0,79300,1,12,0,0,0,0,0,6,131,0,0,27,0,0.4,0,1.9,0,0,2,0,0,0.2,13573,0,-1,0,0,835,107,0,0,132,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0.8,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0,0.6,0.6,0.6,0.6,0.6,26.8
Bernd,Leno,GLK,ARS,5000000,2,92,3.8,7.6E-07,1.84E-05,0,960379,0,25,0,59,0,0,0,18.4,8434,0,0,92,0,0.4,0,2.2,6,0,8,0,0,6.9,825805,0,-1,1,2,2141,2062,0,1,443,Man City,Leicester,Burnley,Tottenham,West Ham,5.2,4.6,4,3.8,4.8,4.7,3.9,4.2,3,3.6,4.5,3.6,4,3.9,49
Thakgalo,Leshabela,MID,LEI,4400000,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,11,-1,1,0,1,0,0,0,0,0,0,0,0,0,110,0,-1,0,0,0,22,-1,0,0,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Lewis,GLK,SOU,4000000,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,0,-1,0,0,0,78,0,0,0,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal,Lewis,DEF,NEW,4200000,1,41,1.9,4.52380952380952E-07,9.76190476190476E-06,0,451958,4,36,0,0,0,0,0,9.8,2557,-3,0,41,3,0.6,0,2.7,3,0,3,0,1,1.4,410655,0,-1,0,1,1737,3760,0,0,244,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,1.6,2.1,1.6,1.7,1.4,1.3,1.3,1.8,1.7,1.7,1.6,2.3,1.5,1.6,50.2
Victor,Lindelof,DEF,MUN,4800000,2,66,3.5,7.29166666666667E-07,1.375E-05,0,217153,0,21,0,0,0,1,0,13.8,1529,-2,0,66,2,0.6,0,2.8,1,0,6,0,1,1.2,162169,0,-1,0,0,1685,2400,0,0,337,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,3.1,6.8,4.6,4,0,3.3,3.7,3.2,3.6,4.1,4.3,3.3,3.7,4.4,48.5
Jesse,Lingard,MID,WHU,5900000,10,34,1.41666666666667,2.40112994350282E-07,5.76271186440678E-06,0,141285,0,2,0,0,0,3,0,5.8,14146,-1,1,34,1,1,0,5.7,6,0,2,0,1,3,347695,0,-1,0,2,351,48037,-1,0,92,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.9,0.7,0.8,0.9,0.8,34.1
Jake,Livermore,MID,WBA,4700000,0,23,1.4,2.97872340425532E-07,4.8936170212766E-06,0,14716,2,34,0,0,0,0,0,4.9,48,-3,0,23,3,0.3,0,1.2,0,0,1,0,0,0,5273,1,-1,0,0,1225,18,0,1,99,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.9,1.4,0.8,0.7,0,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,25.9
Diego,Llorente,DEF,LEE,4400000,0,1,0.0434782608695652,9.88142292490119E-09,2.27272727272727E-07,0,4167,1,3,0,0,0,0,0,0.2,20,-1,0,1,1,0,0,0.1,0,0,0,0,0,0,3856,0,-1,0,0,90,42,0,0,14,Wolverhampton,Southampton,Aston Villa,West Ham,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
Hugo,Lloris,GLK,TOT,5600000,1,94,3.9,6.96428571428571E-07,1.67857142857143E-05,0,628203,0,27,0,73,0,0,0,16.8,8897,1,0,94,-1,0.4,0,2.5,9,0,7,0,0,6.3,646924,0,-1,0,0,2160,10040,0,0,436,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,4.9,8.7,4.7,5.1,4.9,3.7,4.4,4.2,0,4.3,4.1,5.4,4.6,4.7,54.1
Giovani,Lo Celso,MID,TOT,6900000,0,20,0.869565217391304,1.26023944549464E-07,2.89855072463768E-06,0,46443,3,4,0,0,0,1,0,2.9,79,-1,0,20,1,0,0,0,0,0,2,0,1,0.4,13463,0,-1,0,0,433,26,0,0,71,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0,0,0,0,0,0.4,0.4,0.4,0,0.6,0.4,0.4,0.4,0.4,32.7
Ruben,Loftus-Cheek,MID,FUL,5900000,3,49,2.04166666666667,3.46045197740113E-07,8.30508474576271E-06,0,29718,2,14,0,0,0,1,0,8.3,498,-1,0,49,1,0.4,0,2.4,0,0,9,0,0,0.2,25456,0,-1,0,0,1452,289,0,0,139,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,2.1,2.1,1.1,1,1.1,1.2,1.4,1.3,0,1.3,1.5,1.2,1.1,1.4,74.1
Andy,Lonergan,GLK,WBA,4000000,0,0,0,0,0,0,1265,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,0,-1,0,0,0,115,0,0,0,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Long,DEF,BUR,4300000,0,14,0.583333333333333,1.35658914728682E-07,3.25581395348837E-06,0,20377,2,13,0,0,0,0,0,3.3,134,-2,0,14,2,0.1,0,0.4,1,0,1,0,0,0.2,12489,0,-1,0,0,636,94,0,0,85,West Brom,Tottenham,Leicester,Arsenal,Everton,0.3,0.6,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14
Shane,Long,FWD,SOU,5100000,0,12,1.1,2.15686274509804E-07,2.35294117647059E-06,0,131900,0,6,0,0,0,0,0,2.4,448,-4,0,12,4,0,0,0,0,0,1,0,0,0.5,57958,0,-1,0,0,201,0,0,0,21,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
Nigel,Lonwijk,DEF,WOL,4000000,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0,-1,0,0,0,36,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,MID,FUL,5000000,11,81,3.7,7.4E-07,1.62E-05,0,242068,3,20,0,0,0,4,0,16.2,4574,0,0,81,0,0.7,1,3.7,8,0,7,0,3,1.4,341888,0,-1,0,1,1832,16172,0,0,273,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,4.9,5.8,2.9,2.6,3,3.1,3.5,3.4,0,3.4,3.8,3.3,3,3.6,163
Jonas,Lossl,GLK,EVE,4300000,0,0,0,0,0,0,9874,0,0,0,0,0,0,0,0,57,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,3190,0,-1,0,0,0,0,0,0,0,Liverpool,Southampton,West Brom,Chelsea,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max,Lowe,DEF,SHU,4300000,0,9,0.375,8.72093023255814E-08,2.09302325581395E-06,0,5913,1,10,0,0,0,0,0,2.1,38,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.1,2571,0,-1,0,0,549,14,0,0,49,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.4
Matthew,Lowton,DEF,BUR,4500000,6,77,3.7,8.22222222222222E-07,1.71111111111111E-05,0,140137,3,22,0,0,0,1,0,17.1,11644,0,0,77,0,0.9,0,4,6,0,8,0,0,3.7,420388,0,-1,0,1,1890,15787,0,0,352,West Brom,Tottenham,Leicester,Arsenal,Everton,4.4,7.6,4.5,3.9,0,3.2,3.5,4.5,4.7,4.5,4.5,3.3,4.6,3.7,60.7
,Lucas Moura,MID,TOT,6600000,8,41,1.78260869565217,2.70092226613966E-07,6.21212121212121E-06,0,188811,0,10,0,0,0,2,0,6.2,453,-4,0,41,4,0.4,0,2.8,2,0,2,0,1,1.1,85344,0,-1,0,0,734,1914,0,0,104,West Ham,Burnley,Fulham,Crystal Palace,Arsenal,0.9,2.5,1.1,1,0.9,1.1,0.9,1.3,0,1.8,1.1,1.1,0.9,1,43.6
John,Lundstram,MID,SHU,4900000,2,35,1.8,3.6734693877551E-07,7.14285714285714E-06,0,742708,6,26,0,0,0,0,0,7.1,434,-6,0,35,6,0.5,1,2.5,2,0,2,0,2,1.4,44645,0,-1,0,0,1468,119,0,1,177,Fulham,Liverpool,Aston Villa,Southampton,Leicester,1.1,1.8,1.3,0.9,0,1,1,0.9,1.1,0.9,1.2,1.2,1,1.4,71.4
Alexis,Mac Allister,MID,BHA,5300000,2,34,1.41666666666667,2.67295597484277E-07,6.41509433962264E-06,0,6489,1,5,0,0,0,1,0,6.4,49,-2,0,34,2,0.4,0,2,3,0,4,0,1,0,3738,0,-1,0,0,697,78,0,0,100,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0.7,0.9,0.7,0.7,0.8,0.7,0.7,0.7,1.2,0.7,0.7,0.7,0.7,0.7,43.1
Matt,Macey,GLK,ARS,4000000,0,0,0,0,0,0,133415,0,0,0,0,0,0,0,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,1.1,171821,0,-1,0,0,0,0,0,0,0,Man City,Leicester,Burnley,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Maddison,MID,LEI,7300000,9,119,5.2,7.12328767123288E-07,1.63013698630137E-05,0,1169187,4,19,0,0,0,8,0,16.3,57154,3,0,119,-3,0.8,0,6.2,12,0,9,0,7,16.1,2230827,0,-1,0,3,1624,54170,0,0,399,Aston Villa,Arsenal,Burnley,Brighton,Sheffield United,0,11.8,6.4,6.8,0,4.3,5.7,6,5.3,5.7,5.7,5.3,5.8,4.7,167.7
Frankie,Maguire,MID,SHU,4500000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,-1,0,0,0,31,0,0,0,Fulham,Liverpool,Aston Villa,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Maguire,DEF,MUN,5500000,5,87,3.5,6.36363636363636E-07,1.58181818181818E-05,0,447269,6,32,0,0,0,2,0,15.8,6565,0,0,87,0,0.8,0,4.3,4,0,8,0,2,5.4,537024,0,-1,0,1,2250,8776,0,0,456,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,3.1,6.8,4.6,4,0,3.3,3.7,3.2,3.6,4.1,4.3,3.3,3.7,4.4,101.1
Riyad,Mahrez,MID,MCI,8100000,7,92,3.83333333333333,4.73251028806584E-07,1.1358024691358E-05,0,1624938,0,12,0,0,0,6,0,11.4,4297,-4,0,92,4,0.6,0,4.9,10,0,9,0,3,3,1645092,0,-1,0,2,1294,13749,0,0,326,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,3.2,7.7,7.1,3.7,0,3.1,3.6,2.8,0,2.7,3.9,3.5,3.6,3.6,145.5
Ainsley,Maitland-Niles,DEF,WBA,4600000,6,34,1.41666666666667,3.07971014492754E-07,7.39130434782609E-06,0,159380,1,9,0,0,0,0,0,7.4,665,-4,0,34,4,0.3,0,1.3,1,0,3,0,1,0.8,69812,0,-1,0,0,755,3821,0,0,135,Burnley,Brighton,Everton,Newcastle,Crystal Palace,0.8,1.5,0.7,0.8,0,0.7,0.8,1,1.1,1.3,1.1,1.1,1.1,0.8,20.2
Josh,Maja,FWD,FUL,5500000,2,18,0.75,1.36363636363636E-07,3.27272727272727E-06,0,12970,0,1,0,0,0,2,0,3.3,7584,0,0,18,0,0.8,0,4.5,3,0,2,0,0,1.1,94398,0,-1,0,1,258,19033,0,0,63,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,19.7
Anthony,Mancini,MID,BUR,4400000,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,55,-1,0,0,1,0,0,0,0,0,0,0,0,0,918,0,-1,0,0,0,49,0,0,0,West Brom,Tottenham,Leicester,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio,Mane,MID,LIV,11800000,1,108,4.9,4.15254237288136E-07,9.15254237288136E-06,0,2171656,3,25,0,0,0,7,0,9.2,11210,-2,0,108,2,0.3,0,3.3,8,0,5,0,7,5.3,1582284,0,-1,0,2,1869,4022,0,0,308,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,4.8,11.6,5.3,4.9,0,5,4.3,5.4,5.7,4.5,5.5,6,6.1,5.3,209.1
Javier,Manquillo,DEF,NEW,4200000,0,25,1.04166666666667,2.48015873015873E-07,5.95238095238095E-06,0,39133,1,11,0,0,0,0,0,6,258,-3,0,25,3,0.3,0,1.3,0,0,3,0,0,0.2,21821,0,-1,0,0,718,33,0,0,116,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0,0,0,0,0,0,0.5,0.7,0.6,0.7,0.6,1,0.6,0.6,20.1
Fernando,Marcal,DEF,WOL,4700000,1,18,0.75,1.59574468085106E-07,3.82978723404255E-06,0,43713,2,9,0,0,0,0,0,3.8,58,-3,0,18,3,0.1,0,0.3,0,0,1,0,0,0.1,27666,0,-1,0,0,611,13,0,0,102,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.1
Solomon,March,MID,BHA,5000000,0,69,3.3,6.6E-07,1.38E-05,0,280702,0,25,0,0,0,2,0,13.8,1629,0,0,69,0,0.3,0,1.5,6,0,7,0,2,0.5,295955,0,-1,0,1,1670,16,0,0,283,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,0,0,0,0,0,0,0,0,0,0,2.8,2.5,2.1,2.8,110.5
Pablo,Mari,DEF,ARS,4400000,2,16,0.666666666666667,1.51515151515151E-07,3.63636363636364E-06,0,28316,1,2,0,0,0,0,0,3.6,169,-1,0,16,1,0.1,0,0.3,1,0,2,0,0,0.1,31866,0,-1,0,0,360,143,0,0,77,Man City,Leicester,Burnley,Tottenham,West Ham,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Christian,Marques,DEF,WOL,3900000,0,0,0,0,0,0,2353,0,0,0,0,0,0,0,0,329,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5935,0,-1,0,0,0,765,0,0,0,Leeds United F.C.,Newcastle,Man City,Aston Villa,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,FWD,MUN,8700000,2,69,3.5,4.02298850574713E-07,7.93103448275862E-06,0,1631357,0,23,0,0,0,4,0,7.9,11636,-3,0,69,3,0.4,0,3.3,3,0,3,0,6,4.5,1115878,0,-1,0,2,1379,3964,0,1,231,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,4.1,7.1,2.6,2.8,0,3.3,3.6,3,3.8,3.7,3.2,2.9,3.2,3.2,117
David,Martin,GLK,WHU,4000000,0,0,0,0,0,0,359043,0,0,0,0,0,0,0,0,4629,0,0,0,0,0,0,0,0,0,0,0,0,5.8,247968,0,-1,0,0,0,345,0,0,0,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Martinelli,MID,ARS,4900000,0,9,0.375,7.6530612244898E-08,1.83673469387755E-06,0,83238,0,0,0,0,0,0,0,1.8,384,-1,0,9,1,0,0,0.2,0,0,2,0,0,0.1,85169,0,-1,0,0,207,67,0,0,18,Man City,Leicester,Burnley,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Emiliano,Martinez,GLK,AVL,5300000,2,130,5.7,1.07547169811321E-06,2.45283018867925E-05,0,1190828,0,26,0,89,0,0,0,24.5,9498,8,0,130,-8,1.2,0,6.3,19,0,12,0,0,37,3382110,0,-1,1,2,2070,58007,0,0,552,Leicester,Leeds United F.C.,Sheffield United,Wolverhampton,Newcastle,6.9,13.9,7.9,6.6,6.8,7.3,7.7,7.9,7.4,7.3,7.3,7.1,7.2,6.6,67.7
Arthur,Masuaku,DEF,WHU,4300000,0,37,1.54166666666667,3.58527131782946E-07,8.6046511627907E-06,0,231565,1,12,0,0,0,0,0,8.6,270,-2,0,37,2,0,0,0,4,0,4,0,1,0.4,220952,0,-1,0,1,850,15,0,0,179,Tottenham,Man City,Leeds United F.C.,Man Utd,Arsenal,0,0,0.8,1.2,1.2,1.3,0.9,0.8,0.9,0.9,0.8,1,1.2,0.9,37.5
Juan,Mata,MID,MUN,5800000,1,20,0.833333333333333,1.4367816091954E-07,3.44827586206897E-06,0,16732,0,3,0,0,0,0,0,3.4,79,-2,0,20,2,0,0,0.2,0,0,1,0,3,0.1,10958,0,-1,0,0,336,51,0,0,79,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0.4,0.8,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,25.6
Jean-Philippe,Mateta,FWD,CRY,5800000,8,11,0.458333333333333,7.90229885057471E-08,1.89655172413793E-06,0,4245,0,3,0,0,0,1,0,1.9,226,-2,1,11,2,0.3,0,1.8,2,0,0,0,0,0,7367,0,-1,0,0,152,1216,-1,0,35,Brighton,Fulham,Man Utd,Tottenham,West Brom,0.2,0.4,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.6
Nemanja,Matic,MID,MUN,4700000,2,25,1.04166666666667,2.21631205673759E-07,5.31914893617021E-06,0,27803,2,14,0,0,0,0,0,5.3,114,-3,0,25,3,0.1,0,0.7,0,0,3,0,1,0.2,15984,0,-1,0,0,820,90,0,0,151,Newcastle,Chelsea,Crystal Palace,Man City,West Ham,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.6
Joel,Matip,DEF,LIV,5400000,0,42,4.2,7.77777777777778E-07,7.77777777777778E-06,0,295448,2,5,0,0,0,1,0,7.8,385,-1,0,42,1,0,0,0.2,5,0,3,0,2,0.4,269384,0,-1,0,1,690,20,0,0,194,Everton,Sheffield United,Chelsea,Fulham,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6
,Matty Longstaff,MID,NEW,4800000,0,10,0.416666666666667,8.68055555555556E-08,2.08333333333333E-06,0,3671,0,8,0,0,0,0,0,2.1,35,-2,0,10,2,0,0,0,0,0,1,0,0,0,1427,0,-1,0,0,376,13,0,0,47,Man Utd,Wolverhampton,West Brom,Aston Villa,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7
Neal,Maupay,FWD,BHA,6100000,2,80,3.5,5.73770491803279E-07,1.31147540983607E-05,0,871539,1,26,0,0,0,7,0,13.1,11132,-4,0,80,4,0.3,1,1.8,10,0,7,0,1,3,912435,0,-1,0,1,1698,7127,0,0,254,Crystal Palace,West Brom,Leicester,Southampton,Newcastle,4.4,4.1,3,3.4,4.2,3.7,3,3,4.1,3.1,3.2,2.8,2.8,3.5,141.8
Alfie,Mawson,DEF,FUL,4300000,0,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,2,-2,0,0,2,0,0,0,0,0,0,0,0,0,378,0,-1,0,0,0,0,0,0,0,Sheffield United,Crystal Palace,Tottenham,Liverpool,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Mbete,DEF,MCI,4000000,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,-1,0,0,0,59,0,0,0,Arsenal,West Ham,Wolverhampton,Man Utd,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,McArthur,MID,CRY,5200000,0,45,1.875,3.60576923076923E-07,8.65384615384615E-06,0,19043,3,26,0,0,0,0,0,8.7,123,-3,0,45,3,0.1,0,0.3,3,0,4,0,2,0.1,7960,0,-1,0,0,1465,10,0,0,228,Brighton,Fulham,Man Utd,Tottenham,West Brom,0,0,0,0,0,1.3,1.3,0.9,0.9,1,1.5,1,1.1,0.9,55.2
Oliver,McBurnie,FWD,SHU,5600000,2,35,1.9,3.39285714285714E-07,6.25E-06,0,57434,1,21,0,0,0,1,0,6.2,169,-4,0,35,4,0.2,0,1.2,2,0,0,0,1,0.2,18893,0,-1,0,0,1086,213,0,0,86,Fulham,Liverpool,Aston Villa,Southampton,Leicester,1.3,2.7,1.6,1.3,0,1.3,1.3,1,1.4,1.2,2,1.5,1.5,1.3,73.8
Alex,McCarthy,GLK,SOU,4500000,1,79,3.4,7.55555555555556E-07,1.75555555555556E-05,0,1644234,2,40,0,64,0,0,0,17.6,27378,0,0,79,0,0.2,0,1,7,0,7,0,0,16.1,1305636,0,-1,0,1,2070,7249,0,0,408,Chelsea,Leeds United F.C.,Everton,Sheffield United,Man City,6.4,3.2,7,3.6,0,3.5,3.7,4.1,0,3.6,3.9,3.9,3.1,3.7,52
